timestamp,api_id,url,status_code,is_up,total_latency_ms,dns_latency_ms,tcp_latency_ms,tls_latency_ms,server_processing_latency_ms,content_download_latency_ms,error_message,url_type
2025-11-01T18:53:33.486469Z,690655ace80e1a74a86af838,,200,True,2.37,0.03,0.68,0,0.11,1.55,,API
2025-11-01T18:52:33.469082Z,690655ace80e1a74a86af838,,200,True,2.47,0.04,0.84,0,0.13,1.47,,API
2025-11-01T18:51:33.451273Z,690655ace80e1a74a86af838,,200,True,2.52,0.03,0.76,0,0.16,1.57,,API
2025-11-01T18:50:33.423525Z,690655ace80e1a74a86af838,,200,True,3.18,0.03,0.91,0,0.14,2.1,,API
2025-11-01T18:49:33.404623Z,690655ace80e1a74a86af838,,200,True,2.81,0.04,0.97,0,0.11,1.7,,API
2025-11-01T18:49:27.954507Z,6904ba06903bb6c7908e8c4e,,200,True,183.71,3.96,45.62,69.79,0.11,64.23,,API
2025-11-01T18:49:21.627158Z,690466917ea85a3109f48ddb,,200,True,329.34,3.18,72.73,176.83,0.18,76.42,,Website
2025-11-01T18:49:15.432034Z,69044ea68e2cd2ae4369675f,,200,True,78.63,3.58,16.26,36.08,0.18,22.54,,API
2025-11-01T18:48:15.247935Z,690655ace80e1a74a86af838,,200,True,5.66,0.04,1.14,0,0.15,4.32,,API
2025-11-01T18:47:15.208066Z,690655ace80e1a74a86af838,,200,True,4.7,1.46,1.17,0,0.15,1.93,,API
2025-11-01T18:44:08.307385Z,6904ba06903bb6c7908e8c4e,,200,True,172.76,4.08,51.84,71.35,0.15,45.34,,API
2025-11-01T18:44:00.936137Z,690466917ea85a3109f48ddb,,200,True,298.65,3.41,77.33,146.18,0.17,71.56,,Website
2025-11-01T18:43:54.405966Z,69044ea68e2cd2ae4369675f,,200,True,85.58,3.69,19.87,28.8,0.34,32.88,,API
2025-11-01T18:38:48.853730Z,6904ba06903bb6c7908e8c4e,,200,True,202.93,3.06,68.25,74.45,0.1,57.07,,API
2025-11-01T18:38:42.216001Z,690466917ea85a3109f48ddb,,200,True,376.74,3.09,83.22,199.61,0.2,90.63,,Website
2025-11-01T18:38:34.046024Z,69044ea68e2cd2ae4369675f,,200,True,93.38,4.41,15.83,50.84,1.49,20.81,,API
2025-11-01T10:44:51.844380Z,6904ba06903bb6c7908e8c4e,,200,True,139.86,3.27,37.39,51.57,0.1,47.53,,API
2025-11-01T10:44:46.542647Z,690466917ea85a3109f48ddb,,200,True,285.7,3.28,65.47,146.11,0.17,70.67,,Website
2025-11-01T10:44:41.004505Z,69044ea68e2cd2ae4369675f,,200,True,74.08,3.54,16.12,31.35,0.27,22.8,,API
2025-11-01T10:39:40.888029Z,6904ba06903bb6c7908e8c4e,,200,True,202.81,2.84,76.33,79.96,0.13,43.55,,API
2025-11-01T10:39:34.944159Z,690466917ea85a3109f48ddb,,200,True,286.28,3.1,74.47,139.53,0.19,68.99,,Website
2025-11-01T10:39:29.338567Z,69044ea68e2cd2ae4369675f,,200,True,73.58,3.27,14.09,32.93,0.2,23.09,,API
2025-11-01T10:34:23.871768Z,6904ba06903bb6c7908e8c4e,,200,True,156.16,2.85,40.99,65.3,0.22,46.81,,API
2025-11-01T10:34:18.020444Z,690466917ea85a3109f48ddb,,200,True,273.71,3.61,64.05,137.52,0.23,68.3,,Website
